#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,Z,Z,Z,Z,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Z,Z,Z,Z,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,S,.,R,R,R,R,R,R,.,.,.,.,.,.,L,.,.,.,L,.,.,.,.,.,.,.,B,B,B,B,B,B,S,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,S,.,R,R,R,R,R,R,.,.,.,.,.,L,.,.,.,.,.,L,.,.,.,.,.,.,B,B,B,B,B,B,S,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,S,.,R,R,R,R,R,R,.,.,.,.,.,L,.,.,.,.,.,L,.,.,.,.,.,.,B,B,B,B,B,B,S,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,S,.,R,R,R,R,R,R,.,.,.,.,.,L,.,.,.,.,.,L,.,.,.,.,.,.,B,B,B,B,B,B,S,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,R,R,R,R,R,R,.,.,.,.,.,L,.,.,.,.,.,L,.,.,.,.,.,.,B,B,B,B,B,B,.,.,.,.,.,.,.,#
